property_id,policy_id,year_built,construction,area_sqm,floors,has_alarm,replacement_cost,location_type,sprinkler_grade,building_value,contents_value
C-010116,P-010116,,,,,,,warehouse,A,3641897.07,446147.12
H-010118,P-010118,2023.0,brick,50.0,2.0,False,58972.93,,,,
H-010121,P-010121,1999.0,concrete,117.0,1.0,False,84903.21,,,,
H-010122,P-010122,1966.0,concrete,202.0,2.0,True,196967.14,,,,
C-010123,P-010123,,,,,,,factory,C,3843167.86,91993.7
H-010127,P-010127,2012.0,brick,77.0,1.0,False,72896.89,,,,
C-010131,P-010131,,,,,,,office,A,4995219.74,692578.53
H-010133,P-010133,1977.0,brick,139.0,1.0,True,119353.87,,,,
C-010136,P-010136,,,,,,,office,B,4052423.97,963413.26
H-010137,P-010137,2017.0,brick,93.0,1.0,False,70998.08,,,,
H-010138,P-010138,2020.0,concrete,40.0,1.0,False,30851.05,,,,
H-010145,P-010145,2008.0,brick,57.0,1.0,True,36195.14,,,,
H-010146,P-010146,1981.0,brick,103.0,2.0,True,70647.32,,,,
C-010148,P-010148,,,,,,,retail,B,1312949.94,1128609.47
H-010151,P-010151,2014.0,brick,152.0,1.0,True,123740.8,,,,
H-010155,P-010155,1977.0,brick,145.0,2.0,False,150291.07,,,,
H-010156,P-010156,2019.0,brick,99.0,1.0,True,122318.85,,,,
H-010163,P-010163,1969.0,brick,129.0,2.0,True,96966.69,,,,
H-010167,P-010167,2006.0,concrete,72.0,2.0,True,68711.27,,,,
H-010168,P-010168,1979.0,brick,78.0,4.0,False,93548.24,,,,
C-010169,P-010169,,,,,,,office,None,231257.42,1516672.19
H-010170,P-010170,1991.0,concrete,66.0,1.0,False,67446.99,,,,
C-010175,P-010175,,,,,,,factory,None,3252115.15,641186.39
H-010177,P-010177,1985.0,brick,109.0,1.0,True,90723.4,,,,
H-010178,P-010178,1998.0,brick,120.0,1.0,False,91704.97,,,,
C-010182,P-010182,,,,,,,warehouse,C,4263856.76,521826.83
C-010186,P-010186,,,,,,,office,C,2994656.78,1792596.92
H-010189,P-010189,1999.0,concrete,40.0,1.0,True,30285.11,,,,
H-010190,P-010190,1983.0,concrete,149.0,2.0,False,118706.72,,,,
H-010193,P-010193,1971.0,concrete,100.0,3.0,True,89662.03,,,,
C-010203,P-010203,,,,,,,office,C,4420585.6,1345251.88
H-010204,P-010204,2023.0,concrete,110.0,2.0,True,106699.93,,,,
C-010206,P-010206,,,,,,,factory,B,2606049.0,1975831.02
H-010207,P-010207,1990.0,concrete,53.0,2.0,False,60596.7,,,,
H-010208,P-010208,2005.0,brick,149.0,2.0,True,131077.54,,,,
H-010215,P-010215,1969.0,brick,110.0,3.0,False,127150.16,,,,
C-010216,P-010216,,,,,,,office,A,713523.87,444205.64
H-010218,P-010218,1997.0,brick,127.0,3.0,True,106249.99,,,,
H-010221,P-010221,1997.0,brick,110.0,1.0,True,89228.14,,,,
H-010222,P-010222,2006.0,brick,137.0,1.0,True,124994.77,,,,
H-010223,P-010223,1974.0,brick,95.0,3.0,False,69863.96,,,,
H-010224,P-010224,2018.0,brick,144.0,1.0,True,130206.48,,,,
H-010227,P-010227,1971.0,brick,96.0,2.0,True,93082.39,,,,
H-010228,P-010228,1984.0,concrete,132.0,1.0,True,123077.62,,,,
C-010229,P-010229,,,,,,,office,B,552133.92,410277.49
H-010230,P-010230,1986.0,brick,110.0,1.0,True,108447.2,,,,
C-010231,P-010231,,,,,,,office,A,2005597.83,2481936.69
H-010236,P-010236,1965.0,concrete,133.0,1.0,True,98915.2,,,,
C-010237,P-010237,,,,,,,office,None,3016447.05,2075648.9
H-010239,P-010239,2001.0,brick,100.0,1.0,False,77887.75,,,,
H-010247,P-010247,2003.0,concrete,123.0,1.0,True,112016.13,,,,
H-010252,P-010252,1992.0,wood,82.0,3.0,True,75728.41,,,,
H-010259,P-010259,2017.0,brick,87.0,1.0,True,90921.99,,,,
H-010261,P-010261,2001.0,brick,73.0,1.0,False,88677.31,,,,
H-010262,P-010262,1966.0,concrete,104.0,2.0,True,98184.16,,,,
H-010263,P-010263,1972.0,brick,127.0,1.0,False,94320.13,,,,
H-010264,P-010264,1975.0,concrete,162.0,1.0,True,173993.79,,,,
H-010265,P-010265,2006.0,concrete,113.0,1.0,True,84651.83,,,,
C-010266,P-010266,,,,,,,office,B,142090.33,2466628.59
H-010267,P-010267,1986.0,brick,134.0,2.0,True,136719.52,,,,
H-010270,P-010270,1971.0,concrete,101.0,1.0,False,99673.21,,,,
H-010274,P-010274,1983.0,brick,84.0,1.0,True,82508.08,,,,
C-010275,P-010275,,,,,,,warehouse,A,2234174.15,264311.34
H-010279,P-010279,2021.0,concrete,134.0,1.0,False,107168.61,,,,
H-010280,P-010280,2016.0,brick,133.0,3.0,True,107641.25,,,,
C-010283,P-010283,,,,,,,office,B,2688029.41,2267487.78
H-010290,P-010290,2012.0,concrete,60.0,1.0,False,44235.15,,,,
C-010292,P-010292,,,,,,,warehouse,C,1772333.83,1251756.61
H-010294,P-010294,1981.0,concrete,161.0,1.0,True,154023.52,,,,
H-010301,P-010301,2013.0,concrete,120.0,2.0,False,116678.13,,,,
H-010304,P-010304,1995.0,brick,105.0,2.0,False,91526.64,,,,
H-010305,P-010305,2009.0,brick,139.0,3.0,False,120209.41,,,,
C-010308,P-010308,,,,,,,warehouse,A,154264.09,1016925.75
H-010311,P-010311,2006.0,brick,120.0,1.0,True,127137.43,,,,
C-010315,P-010315,,,,,,,warehouse,C,1896378.3,167395.03
H-010320,P-010320,2007.0,brick,123.0,1.0,True,115592.13,,,,
H-010322,P-010322,2014.0,concrete,151.0,2.0,False,151260.91,,,,
C-010323,P-010323,,,,,,,warehouse,A,497317.58,2401215.5
H-010324,P-010324,2003.0,brick,128.0,1.0,True,89427.41,,,,
H-010325,P-010325,1968.0,concrete,155.0,1.0,True,128838.42,,,,
C-010327,P-010327,,,,,,,warehouse,C,3874891.78,2376910.18
H-010328,P-010328,2011.0,concrete,99.0,1.0,True,82751.02,,,,
H-010329,P-010329,2013.0,brick,184.0,2.0,True,140012.35,,,,
H-010330,P-010330,2007.0,brick,99.0,1.0,False,66734.56,,,,
H-010332,P-010332,2017.0,concrete,98.0,1.0,False,77054.95,,,,
C-010334,P-010334,,,,,,,warehouse,B,3248416.96,2424339.91
C-010336,P-010336,,,,,,,warehouse,C,4005417.62,345036.99
H-010339,P-010339,1972.0,brick,77.0,1.0,True,76365.95,,,,
H-010340,P-010340,1999.0,concrete,117.0,1.0,True,128707.78,,,,
H-010342,P-010342,2012.0,concrete,170.0,2.0,True,148903.63,,,,
H-010345,P-010345,2018.0,wood,88.0,3.0,True,71637.29,,,,
H-010346,P-010346,2021.0,brick,176.0,2.0,True,136055.75,,,,
H-010348,P-010348,1979.0,brick,135.0,2.0,True,99541.79,,,,
C-010349,P-010349,,,,,,,warehouse,C,1789900.87,853523.06
H-010352,P-010352,1991.0,brick,97.0,4.0,False,91311.38,,,,
C-010353,P-010353,,,,,,,warehouse,B,2350548.53,1236268.01
H-010354,P-010354,1977.0,brick,100.0,2.0,False,91999.18,,,,
H-010355,P-010355,2016.0,concrete,79.0,3.0,False,68545.14,,,,
H-010357,P-010357,1994.0,brick,92.0,1.0,False,75486.48,,,,
H-010358,P-010358,2007.0,concrete,130.0,1.0,False,140077.94,,,,
H-010365,P-010365,1993.0,brick,119.0,1.0,False,104797.89,,,,
H-010370,P-010370,1979.0,concrete,96.0,1.0,False,77371.51,,,,
C-010378,P-010378,,,,,,,retail,C,2782411.54,736359.3
H-010380,P-010380,1991.0,concrete,178.0,2.0,False,147276.67,,,,
H-010382,P-010382,1995.0,concrete,40.0,3.0,True,21618.9,,,,
C-010383,P-010383,,,,,,,office,B,2043150.45,1450199.37
H-010386,P-010386,1975.0,concrete,157.0,2.0,True,127832.16,,,,
H-010390,P-010390,2017.0,concrete,74.0,1.0,True,67508.78,,,,
H-010391,P-010391,2013.0,brick,150.0,1.0,True,140283.76,,,,
H-010392,P-010392,1975.0,concrete,165.0,1.0,True,166845.64,,,,
H-010394,P-010394,1999.0,brick,40.0,2.0,False,28423.62,,,,
H-010395,P-010395,1997.0,brick,81.0,1.0,True,86467.17,,,,
H-010399,P-010399,1995.0,brick,151.0,2.0,True,181389.73,,,,
H-010402,P-010402,2011.0,concrete,84.0,1.0,False,74972.6,,,,
H-010403,P-010403,1982.0,concrete,82.0,1.0,True,92416.56,,,,
H-010404,P-010404,2001.0,brick,113.0,1.0,False,96298.39,,,,
H-010405,P-010405,1974.0,concrete,88.0,3.0,False,66383.79,,,,
C-010409,P-010409,,,,,,,warehouse,C,944666.06,386586.76
H-010415,P-010415,2008.0,brick,125.0,1.0,True,74113.35,,,,
H-010416,P-010416,1967.0,concrete,84.0,1.0,False,104663.34,,,,
H-010417,P-010417,2019.0,brick,210.0,1.0,True,204663.02,,,,
C-010419,P-010419,,,,,,,office,B,4448351.04,1419310.22
H-010422,P-010422,1970.0,brick,49.0,3.0,False,27977.66,,,,
H-010424,P-010424,1980.0,brick,186.0,2.0,True,210203.88,,,,
H-010428,P-010428,1973.0,wood,143.0,1.0,False,154625.18,,,,
H-010429,P-010429,2005.0,brick,118.0,1.0,False,115626.71,,,,
H-010430,P-010430,1998.0,wood,87.0,1.0,True,61878.55,,,,
H-010431,P-010431,2019.0,brick,151.0,1.0,True,97439.98,,,,
C-010432,P-010432,,,,,,,office,None,4786484.96,797905.27
H-010436,P-010436,1983.0,brick,117.0,1.0,False,65441.01,,,,
H-010438,P-010438,1969.0,concrete,128.0,1.0,False,72513.24,,,,
H-010443,P-010443,2012.0,wood,77.0,1.0,True,44180.33,,,,
H-010445,P-010445,2023.0,concrete,130.0,1.0,True,122306.02,,,,
H-010450,P-010450,2002.0,brick,109.0,1.0,False,112479.92,,,,
C-010453,P-010453,,,,,,,office,B,3128003.97,1625090.27
C-010454,P-010454,,,,,,,office,B,422695.28,106154.62
H-010458,P-010458,1966.0,concrete,99.0,1.0,True,96090.26,,,,
H-010466,P-010466,2007.0,brick,102.0,3.0,True,93590.09,,,,
H-010470,P-010470,2006.0,brick,85.0,2.0,False,75646.08,,,,
H-010474,P-010474,1975.0,concrete,137.0,1.0,True,94496.18,,,,
H-010477,P-010477,2006.0,brick,82.0,3.0,False,87398.65,,,,
H-010478,P-010478,1967.0,brick,98.0,1.0,True,92266.59,,,,
H-010481,P-010481,2012.0,brick,129.0,3.0,False,76156.18,,,,
H-010484,P-010484,2009.0,brick,40.0,1.0,True,33849.21,,,,
H-010485,P-010485,1993.0,concrete,100.0,1.0,False,81464.65,,,,
H-010487,P-010487,1980.0,brick,133.0,2.0,False,150621.02,,,,
H-010488,P-010488,2017.0,concrete,98.0,3.0,True,66526.82,,,,
H-010490,P-010490,1993.0,concrete,108.0,2.0,True,93433.06,,,,
H-010491,P-010491,2018.0,brick,155.0,2.0,False,181188.63,,,,
H-010492,P-010492,1979.0,brick,96.0,1.0,False,72290.43,,,,
C-010493,P-010493,,,,,,,warehouse,B,572131.22,2153115.57
H-010494,P-010494,1987.0,concrete,69.0,1.0,True,64348.07,,,,
C-010495,P-010495,,,,,,,warehouse,A,2993296.72,1432539.11
H-010496,P-010496,1987.0,brick,146.0,2.0,True,158354.81,,,,
H-010497,P-010497,1967.0,brick,96.0,2.0,True,84964.26,,,,
C-010500,P-010500,,,,,,,retail,B,4108637.64,378183.42
H-010501,P-010501,1971.0,brick,106.0,3.0,False,112057.38,,,,
C-010505,P-010505,,,,,,,warehouse,C,4336271.39,1476750.32
H-010511,P-010511,2022.0,concrete,161.0,1.0,False,185328.58,,,,
C-010512,P-010512,,,,,,,office,None,310034.64,2344544.72
H-010514,P-010514,1978.0,brick,40.0,1.0,False,31219.35,,,,
H-010515,P-010515,1990.0,concrete,46.0,2.0,False,38694.09,,,,
C-010517,P-010517,,,,,,,office,None,2527648.84,2425073.03
H-010521,P-010521,2008.0,brick,71.0,1.0,False,51269.26,,,,
H-010522,P-010522,1988.0,brick,82.0,2.0,False,84375.86,,,,
H-010524,P-010524,1992.0,brick,41.0,2.0,True,26353.36,,,,
H-010525,P-010525,1973.0,concrete,49.0,1.0,False,40531.16,,,,
H-010527,P-010527,1970.0,brick,79.0,1.0,False,77137.34,,,,
H-010528,P-010528,2010.0,brick,185.0,3.0,False,167313.08,,,,
H-010529,P-010529,2020.0,brick,110.0,1.0,True,100378.87,,,,
H-010532,P-010532,1992.0,brick,113.0,2.0,True,87762.57,,,,
C-010533,P-010533,,,,,,,office,B,1607744.55,912486.19
H-010537,P-010537,1976.0,concrete,129.0,2.0,True,142072.74,,,,
C-010538,P-010538,,,,,,,factory,A,3943896.71,1815626.69
H-010543,P-010543,1998.0,concrete,123.0,1.0,False,110704.84,,,,
H-010546,P-010546,1969.0,brick,52.0,2.0,False,48845.5,,,,
H-010548,P-010548,1965.0,brick,145.0,1.0,False,150206.52,,,,
H-010553,P-010553,1979.0,concrete,122.0,1.0,False,123354.94,,,,
C-010555,P-010555,,,,,,,retail,None,2229039.83,1921999.26
H-010556,P-010556,1979.0,concrete,201.0,2.0,False,167088.64,,,,
C-010557,P-010557,,,,,,,office,A,1425794.63,1594637.62
H-010559,P-010559,1994.0,concrete,40.0,1.0,True,33918.14,,,,
C-010560,P-010560,,,,,,,retail,B,2540586.7,999654.44
C-010562,P-010562,,,,,,,retail,C,3033818.8,1199980.04
H-010564,P-010564,2017.0,brick,101.0,2.0,False,112813.22,,,,
H-010566,P-010566,2010.0,brick,67.0,1.0,True,68013.47,,,,
H-010568,P-010568,1987.0,concrete,58.0,1.0,True,46772.94,,,,
H-010569,P-010569,2006.0,concrete,77.0,1.0,False,62642.08,,,,
H-010572,P-010572,2013.0,concrete,116.0,1.0,True,114827.07,,,,
C-010575,P-010575,,,,,,,factory,C,3065894.39,1599456.22
H-010577,P-010577,2020.0,brick,116.0,1.0,False,74246.39,,,,
H-010584,P-010584,1982.0,concrete,136.0,2.0,False,149258.74,,,,
H-010585,P-010585,1974.0,brick,125.0,1.0,False,82711.63,,,,
H-010587,P-010587,2016.0,brick,103.0,2.0,True,113968.22,,,,
C-010593,P-010593,,,,,,,office,C,4117656.78,987978.51
C-010594,P-010594,,,,,,,office,C,2214797.15,2324881.23
H-010598,P-010598,1969.0,brick,77.0,1.0,False,65013.27,,,,
H-010600,P-010600,1989.0,brick,98.0,1.0,True,73227.18,,,,
H-010603,P-010603,1966.0,brick,142.0,1.0,False,137776.97,,,,
H-010604,P-010604,1998.0,concrete,110.0,1.0,True,69407.43,,,,
H-010607,P-010607,1981.0,concrete,78.0,1.0,True,72358.25,,,,
C-010609,P-010609,,,,,,,factory,B,444368.43,587901.15
H-010610,P-010610,2003.0,concrete,146.0,2.0,False,90194.69,,,,
H-010613,P-010613,2015.0,concrete,40.0,1.0,True,35098.51,,,,
H-010616,P-010616,2009.0,concrete,84.0,1.0,False,71679.35,,,,
H-010622,P-010622,2016.0,brick,121.0,3.0,True,126199.67,,,,
H-010624,P-010624,1967.0,wood,158.0,2.0,True,125403.59,,,,
H-010626,P-010626,1986.0,concrete,146.0,1.0,False,106707.9,,,,
C-010627,P-010627,,,,,,,office,None,3371118.63,1648584.06
H-010628,P-010628,1970.0,brick,90.0,2.0,True,66986.98,,,,
H-010629,P-010629,2018.0,brick,131.0,1.0,False,106867.92,,,,
H-010630,P-010630,2007.0,brick,130.0,1.0,True,111225.51,,,,
H-010631,P-010631,1994.0,brick,120.0,1.0,True,96820.44,,,,
H-010632,P-010632,2006.0,brick,86.0,1.0,False,87694.79,,,,
H-010640,P-010640,1984.0,concrete,59.0,1.0,True,46282.71,,,,
H-010642,P-010642,1995.0,brick,137.0,1.0,True,120606.23,,,,
H-010643,P-010643,1979.0,brick,151.0,2.0,False,183379.63,,,,
H-010644,P-010644,2000.0,concrete,125.0,1.0,False,112722.42,,,,
C-010646,P-010646,,,,,,,factory,A,2103418.13,201675.92
C-010650,P-010650,,,,,,,office,None,3257689.25,605294.31
C-010653,P-010653,,,,,,,warehouse,C,2393075.2,232305.0
C-010654,P-010654,,,,,,,office,B,3792059.75,849404.81
H-010656,P-010656,1999.0,concrete,111.0,3.0,False,114654.66,,,,
H-010660,P-010660,2009.0,concrete,42.0,2.0,True,46099.65,,,,
H-010661,P-010661,1974.0,brick,137.0,2.0,True,93071.36,,,,
H-010663,P-010663,1971.0,concrete,204.0,1.0,True,244533.37,,,,
H-010664,P-010664,1978.0,brick,105.0,2.0,False,135304.99,,,,
H-010668,P-010668,1999.0,concrete,131.0,1.0,False,93012.07,,,,
H-010669,P-010669,1995.0,concrete,110.0,1.0,False,111522.26,,,,
C-010671,P-010671,,,,,,,warehouse,C,3986416.07,548629.84
H-010672,P-010672,2020.0,concrete,206.0,3.0,False,207216.47,,,,
H-010673,P-010673,1989.0,brick,141.0,2.0,True,162677.13,,,,
H-010675,P-010675,1971.0,concrete,47.0,3.0,True,42225.09,,,,
H-010678,P-010678,1992.0,brick,72.0,2.0,False,60979.82,,,,
H-010679,P-010679,2023.0,brick,115.0,3.0,False,99140.16,,,,
H-010681,P-010681,1985.0,brick,89.0,2.0,True,87240.32,,,,
C-010682,P-010682,,,,,,,retail,None,4311083.96,1278501.85
H-010684,P-010684,1969.0,brick,40.0,2.0,False,33975.98,,,,
H-010686,P-010686,2022.0,brick,128.0,2.0,False,108160.72,,,,
H-010688,P-010688,1981.0,brick,145.0,1.0,True,90956.46,,,,
H-010690,P-010690,2006.0,concrete,104.0,1.0,False,100913.01,,,,
H-010699,P-010699,1985.0,brick,203.0,2.0,True,190356.44,,,,
H-010700,P-010700,1968.0,brick,122.0,2.0,False,110496.51,,,,
H-010710,P-010710,1977.0,concrete,124.0,2.0,False,135949.64,,,,
C-010711,P-010711,,,,,,,warehouse,B,1179010.72,612370.2
H-010712,P-010712,1980.0,concrete,102.0,1.0,True,80185.64,,,,
C-010715,P-010715,,,,,,,warehouse,B,1070854.1,1647598.63
C-010716,P-010716,,,,,,,office,B,1724472.89,2422265.53
C-010717,P-010717,,,,,,,warehouse,None,2216179.57,700272.85
C-010718,P-010718,,,,,,,warehouse,C,3216263.89,2201506.32
H-010719,P-010719,1976.0,brick,109.0,1.0,True,107735.28,,,,
C-010722,P-010722,,,,,,,retail,A,859489.14,666817.93
H-010723,P-010723,1986.0,brick,155.0,1.0,False,153314.99,,,,
H-010724,P-010724,1995.0,wood,119.0,3.0,False,97689.28,,,,
H-010727,P-010727,2022.0,brick,73.0,3.0,False,65326.85,,,,
H-010728,P-010728,2008.0,brick,73.0,2.0,True,82688.42,,,,
C-010732,P-010732,,,,,,,warehouse,A,3132012.37,340258.65
C-010733,P-010733,,,,,,,factory,A,2900015.37,1358327.63
H-010734,P-010734,1977.0,brick,151.0,1.0,False,114473.27,,,,
C-010736,P-010736,,,,,,,warehouse,A,4517698.33,274704.09
H-010737,P-010737,1987.0,brick,140.0,2.0,True,116703.23,,,,
H-010740,P-010740,1983.0,brick,74.0,2.0,False,56717.86,,,,
H-010743,P-010743,2000.0,concrete,136.0,1.0,True,98353.79,,,,
H-010745,P-010745,1971.0,brick,104.0,2.0,True,89348.87,,,,
H-010748,P-010748,1983.0,concrete,132.0,1.0,False,98875.32,,,,
H-010750,P-010750,1985.0,concrete,95.0,1.0,False,72244.16,,,,
H-010752,P-010752,2012.0,brick,56.0,2.0,False,51436.7,,,,
C-010756,P-010756,,,,,,,warehouse,B,416059.9,1303753.43
H-010757,P-010757,1984.0,brick,79.0,1.0,False,77204.53,,,,
H-010758,P-010758,1971.0,brick,117.0,1.0,False,83964.8,,,,
H-010766,P-010766,1993.0,concrete,163.0,2.0,False,130411.76,,,,
H-010770,P-010770,2017.0,brick,99.0,1.0,True,94600.92,,,,
C-010774,P-010774,,,,,,,retail,C,2151389.68,1028097.58
C-010776,P-010776,,,,,,,office,B,1580621.34,2025573.17
H-010779,P-010779,1966.0,brick,103.0,1.0,True,121003.39,,,,
H-010781,P-010781,2012.0,wood,162.0,1.0,False,149850.93,,,,
H-010785,P-010785,1968.0,brick,74.0,1.0,True,47759.49,,,,
C-010786,P-010786,,,,,,,factory,B,4981954.78,1450563.7
C-010787,P-010787,,,,,,,office,C,1961523.66,1416051.43
H-010788,P-010788,1967.0,brick,162.0,2.0,False,153701.62,,,,
H-010795,P-010795,1974.0,brick,44.0,1.0,True,43254.91,,,,
H-010796,P-010796,2001.0,brick,124.0,1.0,False,137483.25,,,,
C-010797,P-010797,,,,,,,warehouse,C,3092491.43,148377.08
C-010799,P-010799,,,,,,,retail,None,1826988.58,2182461.97
H-010804,P-010804,2020.0,concrete,145.0,2.0,False,122109.47,,,,
H-010809,P-010809,1993.0,brick,136.0,3.0,True,99739.08,,,,
H-010813,P-010813,1992.0,brick,193.0,3.0,True,158735.38,,,,
H-010816,P-010816,2023.0,concrete,89.0,1.0,False,57237.02,,,,
H-010817,P-010817,2018.0,brick,217.0,2.0,False,224752.25,,,,
H-010823,P-010823,1979.0,brick,150.0,1.0,True,146483.16,,,,
H-010825,P-010825,2003.0,brick,130.0,1.0,True,115433.92,,,,
H-010828,P-010828,1979.0,concrete,175.0,1.0,False,196239.03,,,,
H-010829,P-010829,1994.0,brick,103.0,1.0,True,80467.68,,,,
H-010830,P-010830,2005.0,brick,52.0,1.0,False,44808.66,,,,
H-010832,P-010832,2005.0,brick,40.0,1.0,False,49746.98,,,,
H-010834,P-010834,2014.0,brick,75.0,2.0,False,50683.59,,,,
H-010836,P-010836,2009.0,brick,106.0,1.0,False,108110.96,,,,
H-010839,P-010839,1988.0,concrete,149.0,3.0,True,103476.56,,,,
H-010840,P-010840,2009.0,brick,127.0,1.0,True,152415.06,,,,
H-010841,P-010841,1972.0,concrete,119.0,1.0,True,77661.52,,,,
H-010844,P-010844,1970.0,concrete,40.0,1.0,True,31376.21,,,,
H-010845,P-010845,2009.0,brick,120.0,1.0,True,103595.53,,,,
C-010849,P-010849,,,,,,,warehouse,A,4705264.83,1597475.13
H-010850,P-010850,1980.0,brick,171.0,3.0,True,144388.51,,,,
C-010851,P-010851,,,,,,,office,A,4274245.52,1319516.46
H-010856,P-010856,1997.0,brick,126.0,1.0,True,107017.52,,,,
H-010860,P-010860,2008.0,brick,106.0,2.0,False,73802.3,,,,
H-010862,P-010862,1988.0,concrete,76.0,2.0,True,71148.91,,,,
C-010863,P-010863,,,,,,,warehouse,A,667763.9,860615.06
H-010865,P-010865,2006.0,concrete,85.0,1.0,False,81037.66,,,,
C-010868,P-010868,,,,,,,warehouse,A,1535569.14,1685452.84
C-010870,P-010870,,,,,,,warehouse,C,2539099.24,1885725.69
H-010872,P-010872,1965.0,brick,90.0,1.0,True,77833.59,,,,
H-010875,P-010875,1975.0,brick,89.0,1.0,True,79006.09,,,,
H-010877,P-010877,1974.0,concrete,147.0,1.0,False,107847.3,,,,
H-010878,P-010878,2008.0,concrete,87.0,2.0,True,78980.47,,,,
H-010879,P-010879,1969.0,brick,109.0,1.0,False,104681.31,,,,
C-010880,P-010880,,,,,,,warehouse,B,4476767.09,2049912.39
C-010881,P-010881,,,,,,,warehouse,B,2588292.96,1393307.0
H-010882,P-010882,2013.0,brick,68.0,1.0,False,72308.6,,,,
H-010884,P-010884,1979.0,concrete,175.0,3.0,True,121345.05,,,,
H-010885,P-010885,2023.0,brick,136.0,1.0,False,102195.91,,,,
H-010886,P-010886,1971.0,brick,99.0,1.0,False,79795.67,,,,
H-010887,P-010887,2005.0,brick,134.0,2.0,False,91833.22,,,,
C-010895,P-010895,,,,,,,office,C,2599958.49,355835.97
H-010896,P-010896,1992.0,brick,112.0,1.0,True,95743.69,,,,
H-010897,P-010897,1989.0,brick,196.0,3.0,True,203674.52,,,,
C-010901,P-010901,,,,,,,factory,A,3572185.05,2229991.49
H-010902,P-010902,1966.0,brick,88.0,2.0,True,98777.53,,,,
H-010905,P-010905,1980.0,concrete,117.0,1.0,True,96142.01,,,,
C-010908,P-010908,,,,,,,office,C,2915014.4,2005496.4
H-010913,P-010913,1983.0,concrete,180.0,1.0,True,131974.09,,,,
H-010915,P-010915,2011.0,brick,91.0,2.0,True,75043.43,,,,
H-010916,P-010916,2018.0,brick,168.0,1.0,False,125773.69,,,,
H-010917,P-010917,1991.0,brick,74.0,2.0,False,49233.5,,,,
C-010919,P-010919,,,,,,,office,None,1665035.27,403855.33
H-010923,P-010923,1978.0,brick,91.0,1.0,True,87619.73,,,,
C-010927,P-010927,,,,,,,office,B,3112218.0,382021.57
C-010929,P-010929,,,,,,,office,A,4591999.91,958194.83
H-010930,P-010930,2009.0,concrete,118.0,3.0,True,96579.55,,,,
C-010932,P-010932,,,,,,,factory,B,709864.61,947486.37
H-010933,P-010933,1988.0,concrete,139.0,3.0,False,114255.3,,,,
C-010934,P-010934,,,,,,,warehouse,None,139686.97,700778.45
H-010935,P-010935,2021.0,concrete,162.0,2.0,True,165312.6,,,,
C-010945,P-010945,,,,,,,warehouse,C,4314742.0,214862.92
H-010947,P-010947,1987.0,concrete,131.0,2.0,True,125964.91,,,,
H-010948,P-010948,2007.0,brick,162.0,3.0,True,114067.1,,,,
C-010957,P-010957,,,,,,,office,A,3732217.39,2298919.06
H-010959,P-010959,1991.0,brick,164.0,1.0,False,136714.52,,,,
H-010961,P-010961,1975.0,wood,41.0,2.0,True,47800.34,,,,
H-010967,P-010967,2016.0,brick,229.0,2.0,True,234632.26,,,,
H-010973,P-010973,1981.0,brick,92.0,2.0,True,68659.83,,,,
H-010975,P-010975,2002.0,concrete,98.0,3.0,True,100315.31,,,,
H-010976,P-010976,1985.0,concrete,172.0,1.0,True,159738.08,,,,
H-010979,P-010979,1975.0,concrete,81.0,3.0,False,53299.35,,,,
H-010980,P-010980,1966.0,brick,85.0,2.0,True,87074.1,,,,
H-010983,P-010983,2012.0,brick,135.0,1.0,True,131066.69,,,,
C-010988,P-010988,,,,,,,warehouse,A,4486470.45,93245.35
H-010989,P-010989,1972.0,concrete,107.0,3.0,False,89617.8,,,,
H-010992,P-010992,1994.0,brick,88.0,2.0,False,89940.75,,,,
H-010994,P-010994,1988.0,concrete,142.0,1.0,False,116817.18,,,,
H-010998,P-010998,1981.0,concrete,62.0,1.0,True,43084.32,,,,
H-010999,P-010999,1971.0,brick,66.0,2.0,False,62803.13,,,,
H-011000,P-011000,2003.0,brick,40.0,1.0,True,32414.79,,,,
H-011002,P-011002,1993.0,brick,60.0,1.0,False,46784.05,,,,
C-011003,P-011003,,,,,,,office,C,1613557.12,2316416.54
H-011004,P-011004,2015.0,concrete,142.0,1.0,True,79046.45,,,,
H-011006,P-011006,1970.0,brick,98.0,2.0,True,101539.97,,,,
H-011010,P-011010,2012.0,concrete,78.0,1.0,False,49831.29,,,,
C-011012,P-011012,,,,,,,office,B,2024924.89,438166.76
C-011016,P-011016,,,,,,,warehouse,A,3436909.79,152640.85
H-011018,P-011018,1992.0,concrete,112.0,1.0,False,121494.46,,,,
H-011021,P-011021,2001.0,concrete,97.0,1.0,True,92062.5,,,,
C-011027,P-011027,,,,,,,factory,A,4571182.13,1676109.49
H-011030,P-011030,1969.0,concrete,97.0,1.0,True,100279.67,,,,
H-011031,P-011031,1990.0,brick,100.0,1.0,True,87193.95,,,,
H-011036,P-011036,1978.0,concrete,139.0,3.0,True,134041.63,,,,
H-011038,P-011038,1985.0,concrete,72.0,1.0,False,72805.94,,,,
C-011039,P-011039,,,,,,,factory,C,332240.3,811678.16
H-011041,P-011041,2009.0,concrete,115.0,1.0,True,112360.5,,,,
H-011042,P-011042,1987.0,brick,128.0,1.0,True,130231.85,,,,
H-011043,P-011043,2017.0,brick,93.0,1.0,True,72110.09,,,,
H-011044,P-011044,1983.0,concrete,47.0,2.0,False,34731.19,,,,
H-011046,P-011046,1989.0,brick,122.0,2.0,False,137875.1,,,,
