coverage_id,policy_id,coverage_type,limit,deductible,premium_component
CV-0045181,P-008302,other_structures,3988.27,500,38.41
CV-0045182,P-008302,personal_property,7976.55,500,53.85
CV-0045183,P-008302,loss_of_use,3988.27,500,67.41
CV-0045184,P-008302,personal_liability,100000.0,500,78.15
CV-0045185,P-008302,medical_payments,5000.0,500,39.96
CV-0045186,P-008303,dwelling,94945.61,1000,38.81
CV-0045187,P-008303,other_structures,9494.56,1000,67.57
CV-0045188,P-008303,personal_property,18989.12,500,36.45
CV-0045189,P-008303,loss_of_use,9494.56,500,46.17
CV-0045190,P-008303,personal_liability,100000.0,500,85.97
CV-0045191,P-008303,medical_payments,5000.0,500,76.58
CV-0045192,P-008304,dwelling,86707.34,500,54.17
CV-0045193,P-008304,other_structures,8670.73,500,58.17
CV-0045194,P-008304,personal_property,17341.47,1000,75.87
CV-0045195,P-008304,loss_of_use,8670.73,500,64.25
CV-0045196,P-008304,personal_liability,100000.0,500,89.55
CV-0045197,P-008304,medical_payments,5000.0,500,101.29
CV-0045198,P-008305,personal_property,25000.0,250,45.65
CV-0045199,P-008305,liability,50000.0,250,53.36
CV-0045200,P-008305,loss_of_use,5000.0,250,32.44
CV-0045201,P-008306,personal_property,25000.0,250,32.49
CV-0045202,P-008306,liability,50000.0,100,34.52
CV-0045203,P-008306,loss_of_use,5000.0,250,35.94
CV-0045204,P-008307,dwelling,175736.07,1000,156.03
CV-0045205,P-008307,other_structures,17573.61,500,64.99
CV-0045206,P-008307,personal_property,35147.21,500,146.35
CV-0045207,P-008307,loss_of_use,17573.61,500,47.53
CV-0045208,P-008307,personal_liability,100000.0,1000,71.1
CV-0045209,P-008307,medical_payments,5000.0,500,52.36
CV-0045210,P-008308,building,583565.98,2500,234.04
CV-0045211,P-008308,contents,2232404.05,1000,127.8
CV-0045212,P-008308,business_interruption,233426.39,5000,371.03
CV-0045213,P-008308,equipment_breakdown,116713.2,1000,169.71
CV-0045214,P-008308,liability,250000.0,10000,255.21
CV-0045215,P-008309,dwelling,123206.36,500,70.95
CV-0045216,P-008309,other_structures,12320.64,1000,77.63
CV-0045217,P-008309,personal_property,24641.27,500,97.81
CV-0045218,P-008309,loss_of_use,12320.64,500,121.6
CV-0045219,P-008309,personal_liability,100000.0,500,37.05
CV-0045220,P-008309,medical_payments,5000.0,250,81.65
CV-0045221,P-008310,building,4637766.24,2500,229.91
CV-0045222,P-008310,contents,372504.57,5000,621.11
CV-0045223,P-008310,business_interruption,1855106.5,5000,294.56
CV-0045224,P-008310,equipment_breakdown,927553.25,2500,325.19
CV-0045225,P-008310,liability,250000.0,2500,482.37
CV-0045226,P-008311,personal_property,35000.0,500,54.56
CV-0045227,P-008311,liability,50000.0,100,49.24
CV-0045228,P-008311,loss_of_use,5000.0,250,60.71
CV-0045229,P-008312,building,2306463.03,2500,166.2
CV-0045230,P-008312,contents,267589.72,2500,207.45
CV-0045231,P-008312,business_interruption,922585.21,2500,299.84
CV-0045232,P-008312,equipment_breakdown,461292.61,10000,266.53
CV-0045233,P-008312,liability,250000.0,2500,304.43
CV-0045234,P-008313,liability_bi,50000.0,400,95.0
CV-0045235,P-008313,liability_pd,25000.0,800,44.08
CV-0045236,P-008313,collision,15000.0,800,29.77
CV-0045237,P-008313,comprehensive,15000.0,400,36.63
CV-0045238,P-008313,uninsured_motorist,25000.0,400,73.81
CV-0045239,P-008313,medical_payments,5000.0,200,38.54
CV-0045240,P-008314,liability_bi,50000.0,400,73.99
CV-0045241,P-008314,liability_pd,25000.0,400,70.85
CV-0045242,P-008314,collision,15000.0,400,72.05
CV-0045243,P-008314,comprehensive,15000.0,800,34.72
CV-0045244,P-008314,uninsured_motorist,25000.0,800,67.01
CV-0045245,P-008314,medical_payments,5000.0,400,87.05
CV-0045246,P-008315,personal_property,35000.0,100,55.81
CV-0045247,P-008315,liability,50000.0,500,31.26
CV-0045248,P-008315,loss_of_use,5000.0,500,43.81
CV-0045249,P-008316,liability_bi,50000.0,200,70.0
CV-0045250,P-008316,liability_pd,25000.0,800,26.77
CV-0045251,P-008316,collision,15000.0,400,77.71
CV-0045252,P-008316,comprehensive,15000.0,800,59.89
CV-0045253,P-008316,uninsured_motorist,25000.0,200,65.27
CV-0045254,P-008316,medical_payments,5000.0,400,70.81
CV-0045255,P-008317,liability_bi,50000.0,400,107.85
CV-0045256,P-008317,liability_pd,25000.0,400,84.17
CV-0045257,P-008317,collision,15000.0,0,81.56
CV-0045258,P-008317,comprehensive,15000.0,800,109.68
CV-0045259,P-008317,uninsured_motorist,25000.0,0,53.78
CV-0045260,P-008317,medical_payments,5000.0,400,89.25
CV-0045261,P-008318,dwelling,90283.35,500,69.57
CV-0045262,P-008318,other_structures,9028.33,250,72.49
CV-0045263,P-008318,personal_property,18056.67,250,57.48
CV-0045264,P-008318,loss_of_use,9028.33,250,60.13
CV-0045265,P-008318,personal_liability,100000.0,1000,50.65
CV-0045266,P-008318,medical_payments,5000.0,1000,67.74
CV-0045267,P-008319,liability_bi,50000.0,400,36.17
CV-0045268,P-008319,liability_pd,25000.0,400,49.55
CV-0045269,P-008319,collision,15000.0,800,60.45
CV-0045270,P-008319,comprehensive,15000.0,400,40.65
CV-0045271,P-008319,uninsured_motorist,25000.0,800,32.25
CV-0045272,P-008319,medical_payments,5000.0,200,25.64
CV-0045273,P-008320,dwelling,49106.78,1000,69.31
CV-0045274,P-008320,other_structures,4910.68,1000,82.74
CV-0045275,P-008320,personal_property,9821.36,250,81.6
CV-0045276,P-008320,loss_of_use,4910.68,1000,74.78
CV-0045277,P-008320,personal_liability,100000.0,250,61.95
CV-0045278,P-008320,medical_payments,5000.0,500,34.68
CV-0045279,P-008321,liability_bi,50000.0,200,52.16
CV-0045280,P-008321,liability_pd,25000.0,200,40.44
CV-0045281,P-008321,collision,15000.0,200,96.85
CV-0045282,P-008321,comprehensive,15000.0,400,88.61
CV-0045283,P-008321,uninsured_motorist,25000.0,400,66.48
CV-0045284,P-008321,medical_payments,5000.0,200,71.77
CV-0045285,P-008322,liability_bi,50000.0,200,79.38
CV-0045286,P-008322,liability_pd,25000.0,800,23.48
CV-0045287,P-008322,collision,15000.0,200,70.15
CV-0045288,P-008322,comprehensive,15000.0,800,41.32
CV-0045289,P-008322,uninsured_motorist,25000.0,200,78.05
CV-0045290,P-008322,medical_payments,5000.0,0,27.7
CV-0045291,P-008323,liability_bi,50000.0,400,78.09
CV-0045292,P-008323,liability_pd,25000.0,200,55.36
CV-0045293,P-008323,collision,15000.0,400,85.52
CV-0045294,P-008323,comprehensive,15000.0,200,37.59
CV-0045295,P-008323,uninsured_motorist,25000.0,200,60.86
CV-0045296,P-008323,medical_payments,5000.0,200,84.95
CV-0045297,P-008324,building,914747.42,5000,111.62
CV-0045298,P-008324,contents,1165090.19,1000,296.87
CV-0045299,P-008324,business_interruption,365898.97,2500,161.57
CV-0045300,P-008324,equipment_breakdown,182949.48,2500,304.6
CV-0045301,P-008324,liability,250000.0,1000,124.18
CV-0045302,P-008325,liability_bi,50000.0,400,48.84
CV-0045303,P-008325,liability_pd,25000.0,400,77.66
CV-0045304,P-008325,collision,15000.0,200,63.7
CV-0045305,P-008325,comprehensive,15000.0,400,31.95
CV-0045306,P-008325,uninsured_motorist,25000.0,200,90.72
CV-0045307,P-008325,medical_payments,5000.0,400,79.49
CV-0045308,P-008326,liability_bi,50000.0,200,71.57
CV-0045309,P-008326,liability_pd,25000.0,400,75.02
CV-0045310,P-008326,collision,15000.0,400,83.56
CV-0045311,P-008326,comprehensive,15000.0,800,82.02
CV-0045312,P-008326,uninsured_motorist,25000.0,200,77.36
CV-0045313,P-008326,medical_payments,5000.0,200,36.58
CV-0045314,P-008327,liability_bi,50000.0,200,65.81
CV-0045315,P-008327,liability_pd,25000.0,200,54.13
CV-0045316,P-008327,collision,15000.0,800,62.86
CV-0045317,P-008327,comprehensive,15000.0,0,78.4
CV-0045318,P-008327,uninsured_motorist,25000.0,400,71.15
CV-0045319,P-008327,medical_payments,5000.0,400,62.83
CV-0045320,P-008328,building,450708.66,10000,114.41
CV-0045321,P-008328,contents,908362.19,2500,184.26
CV-0045322,P-008328,business_interruption,180283.46,1000,117.72
CV-0045323,P-008328,equipment_breakdown,90141.73,10000,99.91
CV-0045324,P-008328,liability,250000.0,1000,134.91
CV-0045325,P-008329,liability_bi,50000.0,200,124.39
CV-0045326,P-008329,liability_pd,25000.0,200,115.55
CV-0045327,P-008329,collision,15000.0,200,99.74
CV-0045328,P-008329,comprehensive,15000.0,200,98.28
CV-0045329,P-008329,uninsured_motorist,25000.0,0,88.8
CV-0045330,P-008329,medical_payments,5000.0,200,41.12
CV-0045331,P-008330,building,2431997.09,2500,521.15
CV-0045332,P-008330,contents,1748567.08,10000,285.44
CV-0045333,P-008330,business_interruption,972798.84,1000,585.5
CV-0045334,P-008330,equipment_breakdown,486399.42,5000,210.38
CV-0045335,P-008330,liability,250000.0,1000,243.68
CV-0045336,P-008331,liability_bi,50000.0,200,84.68
CV-0045337,P-008331,liability_pd,25000.0,200,60.54
CV-0045338,P-008331,collision,15000.0,400,74.52
CV-0045339,P-008331,comprehensive,15000.0,200,59.4
CV-0045340,P-008331,uninsured_motorist,25000.0,400,47.23
CV-0045341,P-008331,medical_payments,5000.0,200,70.14
CV-0045342,P-008332,liability_bi,50000.0,400,54.98
CV-0045343,P-008332,liability_pd,25000.0,200,22.71
CV-0045344,P-008332,collision,15000.0,200,43.79
CV-0045345,P-008332,comprehensive,15000.0,200,38.3
CV-0045346,P-008332,uninsured_motorist,25000.0,800,21.39
CV-0045347,P-008332,medical_payments,5000.0,400,68.26
CV-0045348,P-008333,liability_bi,50000.0,800,84.18
CV-0045349,P-008333,liability_pd,25000.0,400,67.49
CV-0045350,P-008333,collision,15000.0,200,70.41
CV-0045351,P-008333,comprehensive,15000.0,400,65.19
CV-0045352,P-008333,uninsured_motorist,25000.0,400,53.28
CV-0045353,P-008333,medical_payments,5000.0,400,99.32
CV-0045354,P-008334,liability_bi,50000.0,0,22.11
CV-0045355,P-008334,liability_pd,25000.0,400,44.88
CV-0045356,P-008334,collision,15000.0,400,34.92
CV-0045357,P-008334,comprehensive,15000.0,400,36.91
CV-0045358,P-008334,uninsured_motorist,25000.0,200,34.79
CV-0045359,P-008334,medical_payments,5000.0,800,30.9
CV-0045360,P-008335,personal_property,35000.0,100,65.27
CV-0045361,P-008335,liability,50000.0,100,28.53
CV-0045362,P-008335,loss_of_use,5000.0,250,50.48
CV-0045363,P-008336,liability_bi,50000.0,200,43.43
CV-0045364,P-008336,liability_pd,25000.0,200,42.23
CV-0045365,P-008336,collision,15000.0,200,32.12
CV-0045366,P-008336,comprehensive,15000.0,200,34.6
CV-0045367,P-008336,uninsured_motorist,25000.0,800,92.62
CV-0045368,P-008336,medical_payments,5000.0,200,42.18
CV-0045369,P-008337,dwelling,54524.8,500,25.59
CV-0045370,P-008337,other_structures,5452.48,1000,38.77
CV-0045371,P-008337,personal_property,10904.96,250,62.13
CV-0045372,P-008337,loss_of_use,5452.48,250,87.6
CV-0045373,P-008337,personal_liability,100000.0,500,76.98
CV-0045374,P-008337,medical_payments,5000.0,250,26.2
CV-0045375,P-008338,liability_bi,50000.0,400,71.54
CV-0045376,P-008338,liability_pd,25000.0,0,66.84
CV-0045377,P-008338,collision,15000.0,0,28.8
CV-0045378,P-008338,comprehensive,15000.0,400,51.45
CV-0045379,P-008338,uninsured_motorist,25000.0,0,90.9
CV-0045380,P-008338,medical_payments,5000.0,200,28.95
CV-0045381,P-008339,liability_bi,50000.0,200,62.96
CV-0045382,P-008339,liability_pd,25000.0,0,54.22
CV-0045383,P-008339,collision,15000.0,400,75.46
CV-0045384,P-008339,comprehensive,15000.0,800,75.22
CV-0045385,P-008339,uninsured_motorist,25000.0,400,41.26
CV-0045386,P-008339,medical_payments,5000.0,0,50.09
CV-0045387,P-008340,dwelling,128253.33,1500,78.06
CV-0045388,P-008340,other_structures,12825.33,500,47.12
CV-0045389,P-008340,personal_property,25650.67,250,79.27
CV-0045390,P-008340,loss_of_use,12825.33,1000,76.1
CV-0045391,P-008340,personal_liability,100000.0,1500,77.52
CV-0045392,P-008340,medical_payments,5000.0,500,53.0
CV-0045393,P-008341,liability_bi,50000.0,400,61.5
CV-0045394,P-008341,liability_pd,25000.0,400,35.7
CV-0045395,P-008341,collision,15000.0,0,42.79
CV-0045396,P-008341,comprehensive,15000.0,0,62.95
CV-0045397,P-008341,uninsured_motorist,25000.0,800,31.95
CV-0045398,P-008341,medical_payments,5000.0,0,24.28
CV-0045399,P-008342,building,3415327.68,5000,750.4
CV-0045400,P-008342,contents,2491275.05,2500,561.52
CV-0045401,P-008342,business_interruption,1366131.07,5000,733.58
CV-0045402,P-008342,equipment_breakdown,683065.54,2500,544.06
CV-0045403,P-008342,liability,250000.0,5000,898.65
CV-0045404,P-008343,dwelling,185818.76,500,110.29
CV-0045405,P-008343,other_structures,18581.88,500,70.78
CV-0045406,P-008343,personal_property,37163.75,250,93.4
CV-0045407,P-008343,loss_of_use,18581.88,500,86.74
CV-0045408,P-008343,personal_liability,100000.0,500,134.2
CV-0045409,P-008343,medical_payments,5000.0,500,132.03
CV-0045410,P-008344,liability_bi,50000.0,200,95.5
CV-0045411,P-008344,liability_pd,25000.0,200,47.44
CV-0045412,P-008344,collision,15000.0,200,70.11
CV-0045413,P-008344,comprehensive,15000.0,0,61.28
CV-0045414,P-008344,uninsured_motorist,25000.0,200,91.69
CV-0045415,P-008344,medical_payments,5000.0,800,87.63
CV-0045416,P-008345,liability_bi,50000.0,400,54.24
CV-0045417,P-008345,liability_pd,25000.0,200,37.02
CV-0045418,P-008345,collision,15000.0,400,46.22
CV-0045419,P-008345,comprehensive,15000.0,800,106.06
CV-0045420,P-008345,uninsured_motorist,25000.0,200,43.54
CV-0045421,P-008345,medical_payments,5000.0,800,89.11
CV-0045422,P-008346,liability_bi,50000.0,800,90.3
CV-0045423,P-008346,liability_pd,25000.0,200,33.05
CV-0045424,P-008346,collision,15000.0,400,78.67
CV-0045425,P-008346,comprehensive,15000.0,400,51.47
CV-0045426,P-008346,uninsured_motorist,25000.0,400,71.72
CV-0045427,P-008346,medical_payments,5000.0,800,84.32
CV-0045428,P-008347,liability_bi,50000.0,400,95.65
CV-0045429,P-008347,liability_pd,25000.0,800,58.11
CV-0045430,P-008347,collision,15000.0,200,46.73
CV-0045431,P-008347,comprehensive,15000.0,400,67.28
CV-0045432,P-008347,uninsured_motorist,25000.0,800,65.45
CV-0045433,P-008347,medical_payments,5000.0,800,47.75
CV-0045434,P-008348,liability_bi,50000.0,0,99.96
CV-0045435,P-008348,liability_pd,25000.0,400,46.47
CV-0045436,P-008348,collision,15000.0,0,30.32
CV-0045437,P-008348,comprehensive,15000.0,400,65.82
CV-0045438,P-008348,uninsured_motorist,25000.0,400,44.94
CV-0045439,P-008348,medical_payments,5000.0,200,41.46
CV-0045440,P-008349,dwelling,94208.79,1000,83.46
CV-0045441,P-008349,other_structures,9420.88,500,85.08
CV-0045442,P-008349,personal_property,18841.76,500,96.39
CV-0045443,P-008349,loss_of_use,9420.88,1500,92.85
CV-0045444,P-008349,personal_liability,100000.0,1000,51.83
CV-0045445,P-008349,medical_payments,5000.0,500,51.19
CV-0045446,P-008350,dwelling,112438.45,250,105.41
CV-0045447,P-008350,other_structures,11243.84,500,55.04
CV-0045448,P-008350,personal_property,22487.69,500,113.52
CV-0045449,P-008350,loss_of_use,11243.84,250,81.03
CV-0045450,P-008350,personal_liability,100000.0,250,57.66
CV-0045451,P-008350,medical_payments,5000.0,500,57.19
CV-0045452,P-008351,liability_bi,50000.0,200,37.72
CV-0045453,P-008351,liability_pd,25000.0,200,35.41
CV-0045454,P-008351,collision,15000.0,400,102.34
CV-0045455,P-008351,comprehensive,15000.0,400,33.9
CV-0045456,P-008351,uninsured_motorist,25000.0,400,41.69
CV-0045457,P-008351,medical_payments,5000.0,800,42.66
CV-0045458,P-008352,dwelling,159102.3,1000,65.24
CV-0045459,P-008352,other_structures,15910.23,500,104.42
CV-0045460,P-008352,personal_property,31820.46,500,63.11
CV-0045461,P-008352,loss_of_use,15910.23,500,141.58
CV-0045462,P-008352,personal_liability,100000.0,500,108.54
CV-0045463,P-008352,medical_payments,5000.0,1000,103.14
CV-0045464,P-008353,building,4685215.2,1000,479.42
CV-0045465,P-008353,contents,196893.34,2500,883.5
CV-0045466,P-008353,business_interruption,1874086.08,2500,826.45
CV-0045467,P-008353,equipment_breakdown,937043.04,2500,448.34
CV-0045468,P-008353,liability,250000.0,5000,315.21
CV-0045469,P-008354,dwelling,141574.88,250,71.65
CV-0045470,P-008354,other_structures,14157.49,500,103.21
CV-0045471,P-008354,personal_property,28314.98,500,138.11
CV-0045472,P-008354,loss_of_use,14157.49,1000,71.92
CV-0045473,P-008354,personal_liability,100000.0,500,110.98
CV-0045474,P-008354,medical_payments,5000.0,1500,55.69
CV-0045475,P-008355,dwelling,161457.92,500,95.02
CV-0045476,P-008355,other_structures,16145.79,500,140.19
CV-0045477,P-008355,personal_property,32291.58,500,65.16
CV-0045478,P-008355,loss_of_use,16145.79,1500,166.69
CV-0045479,P-008355,personal_liability,100000.0,500,134.68
CV-0045480,P-008355,medical_payments,5000.0,1000,116.87
CV-0045481,P-008356,liability_bi,50000.0,200,28.91
CV-0045482,P-008356,liability_pd,25000.0,200,27.47
CV-0045483,P-008356,collision,15000.0,200,47.83
CV-0045484,P-008356,comprehensive,15000.0,800,93.03
CV-0045485,P-008356,uninsured_motorist,25000.0,800,35.6
CV-0045486,P-008356,medical_payments,5000.0,400,32.71
CV-0045487,P-008357,dwelling,26531.85,500,62.64
CV-0045488,P-008357,other_structures,2653.19,500,49.67
CV-0045489,P-008357,personal_property,5306.37,500,46.77
CV-0045490,P-008357,loss_of_use,2653.19,500,49.04
CV-0045491,P-008357,personal_liability,100000.0,1000,46.22
CV-0045492,P-008357,medical_payments,5000.0,500,65.24
CV-0045493,P-008358,personal_property,15000.0,100,42.34
CV-0045494,P-008358,liability,50000.0,500,18.0
CV-0045495,P-008358,loss_of_use,5000.0,250,31.0
CV-0045496,P-008359,personal_property,25000.0,250,32.38
CV-0045497,P-008359,liability,50000.0,500,34.79
CV-0045498,P-008359,loss_of_use,5000.0,250,33.33
CV-0045499,P-008360,dwelling,72210.23,250,80.24
CV-0045500,P-008360,other_structures,7221.02,1000,59.22
CV-0045501,P-008360,personal_property,14442.05,500,74.89
CV-0045502,P-008360,loss_of_use,7221.02,250,40.5
CV-0045503,P-008360,personal_liability,100000.0,500,48.09
CV-0045504,P-008360,medical_payments,5000.0,500,59.69
CV-0045505,P-008361,dwelling,36795.83,1500,62.06
CV-0045506,P-008361,other_structures,3679.58,500,85.71
CV-0045507,P-008361,personal_property,7359.17,1500,54.53
CV-0045508,P-008361,loss_of_use,3679.58,1000,42.16
CV-0045509,P-008361,personal_liability,100000.0,1000,39.88
CV-0045510,P-008361,medical_payments,5000.0,500,64.28
CV-0045511,P-008362,personal_property,35000.0,250,42.25
CV-0045512,P-008362,liability,50000.0,250,50.01
CV-0045513,P-008362,loss_of_use,5000.0,250,63.03
CV-0045514,P-008363,liability_bi,50000.0,200,62.01
CV-0045515,P-008363,liability_pd,25000.0,400,72.6
CV-0045516,P-008363,collision,15000.0,400,67.55
CV-0045517,P-008363,comprehensive,15000.0,400,61.97
CV-0045518,P-008363,uninsured_motorist,25000.0,0,90.75
CV-0045519,P-008363,medical_payments,5000.0,200,50.26
CV-0045520,P-008364,liability_bi,50000.0,800,72.0
CV-0045521,P-008364,liability_pd,25000.0,200,34.83
CV-0045522,P-008364,collision,15000.0,400,50.17
CV-0045523,P-008364,comprehensive,15000.0,200,33.41
CV-0045524,P-008364,uninsured_motorist,25000.0,200,29.87
CV-0045525,P-008364,medical_payments,5000.0,400,52.28
CV-0045526,P-008365,liability_bi,50000.0,400,65.59
CV-0045527,P-008365,liability_pd,25000.0,0,65.88
CV-0045528,P-008365,collision,15000.0,800,41.44
CV-0045529,P-008365,comprehensive,15000.0,800,83.39
CV-0045530,P-008365,uninsured_motorist,25000.0,800,64.54
CV-0045531,P-008365,medical_payments,5000.0,800,38.0
CV-0045532,P-008366,dwelling,75861.81,250,45.68
CV-0045533,P-008366,other_structures,7586.18,1500,36.18
CV-0045534,P-008366,personal_property,15172.36,1500,50.71
CV-0045535,P-008366,loss_of_use,7586.18,500,27.85
CV-0045536,P-008366,personal_liability,100000.0,500,32.51
CV-0045537,P-008366,medical_payments,5000.0,500,55.5
CV-0045538,P-008367,dwelling,30495.07,1000,49.13
CV-0045539,P-008367,other_structures,3049.51,250,37.24
CV-0045540,P-008367,personal_property,6099.01,1000,50.7
CV-0045541,P-008367,loss_of_use,3049.51,1000,71.07
CV-0045542,P-008367,personal_liability,100000.0,250,44.09
CV-0045543,P-008367,medical_payments,5000.0,500,37.91
CV-0045544,P-008368,dwelling,142883.3,1000,139.59
CV-0045545,P-008368,other_structures,14288.33,1000,126.17
CV-0045546,P-008368,personal_property,28576.66,250,58.7
CV-0045547,P-008368,loss_of_use,14288.33,500,136.5
CV-0045548,P-008368,personal_liability,100000.0,500,133.76
CV-0045549,P-008368,medical_payments,5000.0,250,46.76
CV-0045550,P-008369,dwelling,93041.95,1000,63.36
CV-0045551,P-008369,other_structures,9304.2,500,97.16
CV-0045552,P-008369,personal_property,18608.39,1000,95.44
CV-0045553,P-008369,loss_of_use,9304.2,500,101.37
CV-0045554,P-008369,personal_liability,100000.0,500,38.21
CV-0045555,P-008369,medical_payments,5000.0,500,65.5
CV-0045556,P-008370,personal_property,15000.0,100,20.12
CV-0045557,P-008370,liability,50000.0,500,16.24
CV-0045558,P-008370,loss_of_use,5000.0,250,39.41
CV-0045559,P-008371,personal_property,25000.0,250,27.69
CV-0045560,P-008371,liability,50000.0,500,43.52
CV-0045561,P-008371,loss_of_use,5000.0,250,41.98
CV-0045562,P-008372,personal_property,35000.0,250,30.18
CV-0045563,P-008372,liability,50000.0,500,27.69
CV-0045564,P-008372,loss_of_use,5000.0,250,45.0
CV-0045565,P-008373,liability_bi,50000.0,400,52.17
CV-0045566,P-008373,liability_pd,25000.0,400,78.63
CV-0045567,P-008373,collision,15000.0,200,70.14
CV-0045568,P-008373,comprehensive,15000.0,400,64.65
CV-0045569,P-008373,uninsured_motorist,25000.0,400,28.77
CV-0045570,P-008373,medical_payments,5000.0,0,46.45
CV-0045571,P-008374,liability_bi,50000.0,200,48.73
CV-0045572,P-008374,liability_pd,25000.0,800,56.33
CV-0045573,P-008374,collision,15000.0,400,100.39
CV-0045574,P-008374,comprehensive,15000.0,0,58.61
CV-0045575,P-008374,uninsured_motorist,25000.0,400,52.47
CV-0045576,P-008374,medical_payments,5000.0,400,94.75
CV-0045577,P-008375,dwelling,129455.94,1500,98.22
CV-0045578,P-008375,other_structures,12945.59,250,40.28
CV-0045579,P-008375,personal_property,25891.19,500,76.26
CV-0045580,P-008375,loss_of_use,12945.59,250,118.39
CV-0045581,P-008375,personal_liability,100000.0,250,117.67
CV-0045582,P-008375,medical_payments,5000.0,500,82.05
CV-0045583,P-008376,liability_bi,50000.0,400,62.63
CV-0045584,P-008376,liability_pd,25000.0,200,52.67
CV-0045585,P-008376,collision,15000.0,400,41.2
CV-0045586,P-008376,comprehensive,15000.0,0,56.42
CV-0045587,P-008376,uninsured_motorist,25000.0,400,69.71
CV-0045588,P-008376,medical_payments,5000.0,400,25.52
CV-0045589,P-008377,liability_bi,50000.0,400,63.11
CV-0045590,P-008377,liability_pd,25000.0,200,52.12
CV-0045591,P-008377,collision,15000.0,200,35.26
CV-0045592,P-008377,comprehensive,15000.0,200,96.85
CV-0045593,P-008377,uninsured_motorist,25000.0,800,115.52
CV-0045594,P-008377,medical_payments,5000.0,200,115.76
CV-0045595,P-008378,dwelling,46470.04,500,32.51
CV-0045596,P-008378,other_structures,4647.0,250,35.7
CV-0045597,P-008378,personal_property,9294.01,500,53.82
CV-0045598,P-008378,loss_of_use,4647.0,500,63.18
CV-0045599,P-008378,personal_liability,100000.0,1000,43.83
CV-0045600,P-008378,medical_payments,5000.0,250,37.11
CV-0045601,P-008379,building,421865.11,10000,387.59
CV-0045602,P-008379,contents,2210314.9,1000,329.79
CV-0045603,P-008379,business_interruption,168746.04,5000,338.1
CV-0045604,P-008379,equipment_breakdown,84373.02,10000,406.78
CV-0045605,P-008379,liability,250000.0,5000,125.01
CV-0045606,P-008380,liability_bi,50000.0,200,68.98
CV-0045607,P-008380,liability_pd,25000.0,400,84.19
CV-0045608,P-008380,collision,15000.0,400,110.44
CV-0045609,P-008380,comprehensive,15000.0,0,61.09
CV-0045610,P-008380,uninsured_motorist,25000.0,400,74.8
CV-0045611,P-008380,medical_payments,5000.0,400,44.43
CV-0045612,P-008381,building,3379215.52,1000,731.83
CV-0045613,P-008381,contents,763740.34,1000,386.09
CV-0045614,P-008381,business_interruption,1351686.21,2500,655.69
CV-0045615,P-008381,equipment_breakdown,675843.1,10000,232.47
CV-0045616,P-008381,liability,250000.0,10000,327.04
CV-0045617,P-008382,personal_property,35000.0,250,57.37
CV-0045618,P-008382,liability,50000.0,100,34.5
CV-0045619,P-008382,loss_of_use,5000.0,500,36.58
CV-0045620,P-008383,dwelling,80397.3,1500,52.02
CV-0045621,P-008383,other_structures,8039.73,1500,101.84
CV-0045622,P-008383,personal_property,16079.46,500,71.62
CV-0045623,P-008383,loss_of_use,8039.73,500,108.16
CV-0045624,P-008383,personal_liability,100000.0,1000,34.21
CV-0045625,P-008383,medical_payments,5000.0,500,44.68
CV-0045626,P-008384,dwelling,101178.85,1000,38.82
CV-0045627,P-008384,other_structures,10117.89,500,110.22
CV-0045628,P-008384,personal_property,20235.77,500,77.95
CV-0045629,P-008384,loss_of_use,10117.89,250,72.17
CV-0045630,P-008384,personal_liability,100000.0,500,97.9
CV-0045631,P-008384,medical_payments,5000.0,500,106.53
CV-0045632,P-008385,personal_property,25000.0,250,32.79
CV-0045633,P-008385,liability,50000.0,500,29.0
CV-0045634,P-008385,loss_of_use,5000.0,100,27.06
CV-0045635,P-008386,liability_bi,50000.0,200,60.89
CV-0045636,P-008386,liability_pd,25000.0,400,42.76
CV-0045637,P-008386,collision,15000.0,200,38.54
CV-0045638,P-008386,comprehensive,15000.0,200,56.14
CV-0045639,P-008386,uninsured_motorist,25000.0,800,30.37
CV-0045640,P-008386,medical_payments,5000.0,400,19.62
CV-0045641,P-008387,liability_bi,50000.0,800,94.52
CV-0045642,P-008387,liability_pd,25000.0,200,38.48
CV-0045643,P-008387,collision,15000.0,400,57.91
CV-0045644,P-008387,comprehensive,15000.0,200,108.78
CV-0045645,P-008387,uninsured_motorist,25000.0,200,98.17
CV-0045646,P-008387,medical_payments,5000.0,400,94.66
CV-0045647,P-008388,liability_bi,50000.0,400,72.79
CV-0045648,P-008388,liability_pd,25000.0,200,77.54
CV-0045649,P-008388,collision,15000.0,400,89.25
CV-0045650,P-008388,comprehensive,15000.0,200,28.71
CV-0045651,P-008388,uninsured_motorist,25000.0,200,62.14
CV-0045652,P-008388,medical_payments,5000.0,0,67.33
CV-0045653,P-008389,liability_bi,50000.0,800,36.97
CV-0045654,P-008389,liability_pd,25000.0,400,118.0
CV-0045655,P-008389,collision,15000.0,0,56.9
CV-0045656,P-008389,comprehensive,15000.0,400,89.98
CV-0045657,P-008389,uninsured_motorist,25000.0,200,75.78
CV-0045658,P-008389,medical_payments,5000.0,400,66.52
CV-0045659,P-008390,liability_bi,50000.0,200,99.58
CV-0045660,P-008390,liability_pd,25000.0,200,66.96
CV-0045661,P-008390,collision,15000.0,0,53.47
CV-0045662,P-008390,comprehensive,15000.0,800,43.44
CV-0045663,P-008390,uninsured_motorist,25000.0,400,86.24
